Protein IDs,Protein Names,Gene Names,Protein Descriptions,Uniprot,Uniprot Name,"Peptides 
sequenced",PEP,"miR-34 
seeds","miR-34a and ca
*strand seeds","miR-34c and ac
*strand seeds","Ratio H/M 
Count
miR-34a","Ratio H/M 
Count
miR-34a
Replicate1","Ratio H/M 
Count
miR-34a
Replicate2","Ratio H/M 
Count
miR-34c","Ratio H/M 
Count
miR-34c
Replicate1","Ratio H/M 
Count
miR-34ac","Ratio H/M 
Count
miR-34ca","Ratio H/M 
Normalized
miR-34a","Ratio H/M 
Normalized
miR-34a
Replicate1","Ratio H/M 
Normalized
miR-34a
Replicate2","Ratio H/M 
Normalized
miR-34c","Ratio H/M 
Normalized
miR-34c
Replicate1","Ratio H/M 
Normalized
miR-34ac","Ratio H/M 
Normalized
miR-34ca","Log2 Ratio H/M
Normalized
miR-34a","Log2 Ratio H/M
Normalized
miR-34a
Replicate1","Log2 Ratio H/M
Normalized
miR-34a
Replicate2","Log2 Ratio H/M
Normalized
miR-34c","Log2 Ratio H/M
Normalized
miR-34c
Replicate1","Log2 Ratio H/M
Normalized
miR-34ac","Log2 Ratio H/M
Normalized
miR-34ca"
IPI:IPI00000769.2;IPI:IPI00909938.1;IPI:IPI00453005.1,Kinesin-like protein KIF22;Kinesin-like DNA-binding protein;Kinesin-like protein 4,KIF22;KID;KNSL4,Kinesin-like protein KIF22,Q14807;B7Z265;B7Z9T5;O60846;Q14984;Q14985,KIF22_HUMAN,17,8.54E-179,0,0,0,6,0,0,0,0,0,0,1.333,NA,NA,NA,NA,NA,NA,-0.41467678,NA,NA,NA,NA,NA,NA
IPI:IPI00000783.1;IPI:IPI00640155.1;IPI:IPI00215824.1;IPI:IPI00893032.1;IPI:IPI00552984.1;IPI:IPI00922248.1,"Proteasome subunit beta type-8;Proteasome subunit beta-5i;Proteasome component C13;Macropain subunit C13;Multicatalytic endopeptidase complex subunit C13;Proteasome subunit beta type;Proteasome (Prosome, macropain) subunit, beta type, 8 (Large multifunctional peptidase 7);Proteasome (Prosome, macropain) subunit beta type 8 (Large multifunctional protease 7)",PSMB8;LMP7;RING10;Y2;DAAP-57C1.3-002;DAMA-91I23.1-002;DAMC-27I8.3-002;DAQB-69D7.6-002;DASS-67H14.1-002;XXbac-BCX32M13.6-002;XXbac-BPG246D15.6-002;hCG_17507;DADB-78A10.2-004;DAAP-57C1.3-004;DAMA-91I23.1-004;DAMC-27I8.3-004;DAQB-69D7.6-004;DASS-67H14.1-004;XXbac-BCX32M13.6-004;XXbac-BPG246D15.6-004,"Isoform 1 of Proteasome subunit beta type-8;proteasome beta 8 subunit isoform E2 proprotein;Isoform 2 of Proteasome subunit beta type-8;Proteasome (Prosome, macropain) subunit, beta type, 8;Proteasome (Prosome, macropain) subunit, beta type, 8",P28062-1;P28062;Q5QNR8;P28062-2;Q5JNW6;Q6FHU0;B0UZC1;Q5JNW7,PSB8_HUMAN;Q5QNR8_HUMAN;B0UZC1_HUMAN;Q5JNW7_HUMAN,8,2.00E-82,0,0,0,7,0,0,1,0,6,3,0.82944,NA,NA,NA,NA,0.67966,0.95919,0.269790472,NA,NA,NA,NA,0.557114876,0.060111477
IPI:IPI00000792.1;IPI:IPI00647366.1;IPI:IPI00641565.1;IPI:IPI00642016.1;IPI:IPI00645425.1,Quinone oxidoreductase;NADPH:quinone reductase;Zeta-crystallin;Putative uncharacterized protein CRYZ,CRYZ,"Quinone oxidoreductase;crystallin, zeta isoform b;Putative uncharacterized protein CRYZ;22 kDa protein",Q08257;A6NN60;A6NP24,QOR_HUMAN;A6NN60_HUMAN;A6NP24_HUMAN,25,1.40E-284,0,0,0,31,6,8,17,16,23,38,1.076,0.85037,0.97138,0.80732,0.84863,0.86935,1.0507,-0.105678078,0.233837394,0.041892312,0.308787462,0.236792415,0.201990972,-0.071350804
IPI:IPI00220154.1;IPI:IPI00936879.1;IPI:IPI00000807.1;IPI:IPI00873959.3;IPI:IPI00908975.2;IPI:IPI00941006.1;IPI:IPI00876875.1,"Myosin-Va;Dilute myosin heavy chain, non-muscle;Myosin heavy chain 12;Myoxin;MYO5A variant protein",MYO5A;MYH12,Isoform 3 of Myosin-Va;Putative uncharacterized protein MYO5A;Isoform 1 of Myosin-Va;myosin VA isoform 2,Q9Y4I1-3;Q9Y4I1;O95317;Q9Y4I1-2;A8MZC5;Q9Y4I1-1;Q9UES4;A8CDT9;B4E147;B5LY56;Q59FF5;Q9UES3,MYO5A_HUMAN;A8CDT9_HUMAN,15,1.09E-53,2,0,0,4,2,0,10,1,0,1,0.90611,0.73954,NA,0.93511,NA,NA,NA,0.142241894,0.435299913,NA,0.096792011,NA,NA,NA
IPI:IPI00000811.2;IPI:IPI00789119.1;IPI:IPI00796198.1,Proteasome subunit beta type-6;Proteasome delta chain;Macropain delta chain;Multicatalytic endopeptidase complex delta chain;Proteasome subunit Y,PSMB6;LMPY,Proteasome subunit beta type-6;20 kDa protein,P28072;Q6IAT9,PSB6_HUMAN,15,1.19E-275,0,0,0,21,9,10,18,21,22,24,1.023,0.85937,0.88591,0.93503,0.94982,0.9112,1.0379,-0.032806145,0.21864868,0.174767953,0.096915441,0.07427396,0.134160348,-0.053667449
IPI:IPI00000816.1;IPI:IPI00793344.1;IPI:IPI00792761.1;IPI:IPI00795516.1;IPI:IPI00940628.1;IPI:IPI00903243.1,"14-3-3 protein epsilon;cDNA FLJ60092, highly similar to 14-3-3 protein epsilon (14-3-3E);cDNA FLJ51975, moderately similar to 14-3-3 protein epsilon (14-3-3E)",YWHAE,"14-3-3 protein epsilon;22 kDa protein;cDNA FLJ60092, highly similar to 14-3-3 protein epsilon;cDNA FLJ51975, moderately similar to 14-3-3 protein epsilon;11 kDa protein",P62258;B7ZA86;Q4VJB6;B4DJB0;B4DJF2,1433E_HUMAN;B4DJB0_HUMAN;B4DJF2_HUMAN,44,0,0,1,0,189,98,29,214,68,235,340,0.9808,0.99986,0.99189,0.93302,0.95811,0.95183,1.0272,0.027969116,0.000201991,0.011747959,0.100020088,0.061736795,0.071224168,-0.038717108
IPI:IPI00000821.2;REV_IPI:IPI00002946.2,"39S ribosomal protein L16, mitochondrial",MRPL16;PNAS-111,"39S ribosomal protein L16, mitochondrial",Q9NX20,RM16_HUMAN,14,1.90E-196,0,0,0,20,2,1,4,7,3,7,0.99468,1.4319,NA,0.96421,0.99641,0.89126,1.2282,0.007695626,-0.517930742,NA,0.052580703,0.005188594,0.166081736,-0.296545508
IPI:IPI00455210.1;IPI:IPI00000846.1;IPI:IPI00789340.1;IPI:IPI00514825.1,Chromodomain-helicase-DNA-binding protein 4;ATP-dependent helicase CHD4;Mi-2 autoantigen 218 kDa protein;Mi2-beta,CHD4,Isoform 2 of Chromodomain-helicase-DNA-binding protein 4;Isoform 1 of Chromodomain-helicase-DNA-binding protein 4,Q14839-2;Q14839;Q14839-1;B3KY63;Q05CG6,CHD4_HUMAN,101,0,0,0,0,137,64,65,109,47,62,69,1.0648,1.0713,1.0976,1.0189,1.0697,1.0942,1.0495,-0.090582476,-0.09936254,-0.134352387,-0.027012465,-0.097206246,-0.129876461,-0.069702167
IPI:IPI00913848.1;IPI:IPI00000856.7;IPI:IPI00383500.3,"cDNA FLJ77570, highly similar to Homo sapiens pleckstrin homology domain containing, family C (with FERM domain) member 1 (PLEKHC1), mRNA;Fermitin family homolog 2;Pleckstrin homology domain-containing family C member 1;Kindlin-2;Mitogen-inducible gene 2 protein",FERMT2;KIND2;MIG2;PLEKHC1,fermitin family homolog 2 isoform 2;Isoform 1 of Fermitin family homolog 2;Isoform 2 of Fermitin family homolog 2,A8K6S3;B5TJY2;Q96AC1-1;Q96AC1;Q96AC1-2,A8K6S3_HUMAN;FERM2_HUMAN,48,0,0,0,0,131,91,35,75,26,50,82,1.0845,0.93448,1.0292,1.1846,0.94704,1.0679,0.94302,-0.117030053,0.097764308,-0.041523362,-0.244399991,0.078502733,-0.094776557,0.084639726
IPI:IPI00000861.1;IPI:IPI00386803.4;IPI:IPI00883946.1;IPI:IPI00909678.1;IPI:IPI00909481.1;IPI:IPI00909939.1;IPI:IPI00015157.1,"LIM and SH3 domain protein 1;MLN 50;cDNA FLJ51834, highly similar to LIM and SH3 domain protein 1;cDNA FLJ58065, highly similar to LIM and SH3 domain protein 1;cDNA FLJ52195, highly similar to LIM and SH3 domain protein 1",LASP1;MLN50,"Isoform 1 of LIM and SH3 domain protein 1;Isoform 2 of LIM and SH3 domain protein 1;19 kDa protein;cDNA FLJ51834, highly similar to LIM and SH3 domain protein 1;cDNA FLJ58065, highly similar to LIM and SH3 domain protein 1;cDNA FLJ52195, highly similar to ",Q14847-1;Q14847;A8K1D2;Q14847-2;B4DGQ0;B4DJI4;B4DIC4,LASP1_HUMAN;B4DGQ0_HUMAN;B4DJI4_HUMAN;B4DIC4_HUMAN,20,1.04E-172,2,1,0,38,21,18,21,28,23,17,1.402,1.313,1.3297,1.0461,0.96029,1.0025,1.1499,-0.487486349,-0.392866916,-0.411100789,-0.06502077,0.058457941,-0.003602237,-0.201508404
IPI:IPI00000873.3;IPI:IPI00893918.1;IPI:IPI00908612.1;IPI:IPI00939335.1;IPI:IPI00646425.3;IPI:IPI00941098.1;IPI:IPI00893487.2;IPI:IPI00788898.1;IPI:IPI00943279.1;IPI:IPI00793323.1;IPI:IPI00893211.1;IPI:IPI00893333.1,"Valyl-tRNA synthetase;Valine--tRNA ligase;Protein G7a;cDNA FLJ54383, highly similar to Valyl-tRNA synthetase (EC 6.1.1.9)",VARS;G7A;VARS2;DAAP-21F2.2-001;DAMC-117B11.3-001,"Valyl-tRNA synthetase;Valyl-tRNA synthetase;cDNA FLJ54383, highly similar to Valyl-tRNA synthetase;75 kDa protein",P26640;B0V1N1;B0V043;B4DT32,SYVC_HUMAN;B0V043_HUMAN;B4DT32_HUMAN,89,0,0,0,0,133,116,48,88,58,107,134,1.1736,1.0869,1.0867,1.0562,0.99212,0.97636,1.0273,-0.230940776,-0.120219212,-0.119953718,-0.078883047,0.011413465,0.034514904,-0.03885755
IPI:IPI00000874.1;IPI:IPI00640741.1;IPI:IPI00641244.1,Peroxiredoxin-1;Thioredoxin peroxidase 2;Thioredoxin-dependent peroxide reductase 2;Proliferation-associated gene protein;Natural killer cell-enhancing factor A,PRDX1;PAGA;PAGB;TDPX2,Peroxiredoxin-1;19 kDa protein,Q06830;B2R4P2;B5BU26,PRDX1_HUMAN,34,0,0,0,0,192,120,65,128,125,252,350,1.0914,0.91255,1.0474,1.0336,0.98254,0.9696,1.0733,-0.126179949,0.132024486,-0.06681251,-0.047677975,0.025411953,0.044538396,-0.102053383
IPI:IPI00000877.1;IPI:IPI00922838.1;IPI:IPI00922127.1;IPI:IPI00922745.1,"Hypoxia up-regulated protein 1;150 kDa oxygen-regulated protein;Orp150;cDNA FLJ56074, highly similar to 150 kDa oxygen-regulated protein (Orp150);cDNA FLJ54708, highly similar to 150 kDa oxygen-regulated protein (Orp150)",HYOU1;ORP150,"Hypoxia up-regulated protein 1;cDNA FLJ56074, highly similar to 150 kDa oxygen-regulated protein;cDNA FLJ54708, highly similar to 150 kDa oxygen-regulated protein",Q9Y4L1;A8C1Z0;B3KXH0;B7Z602;B7Z766;Q05D91;Q68D25;Q6IN67;Q9BST8;B7Z2N4;B7Z909,HYOU1_HUMAN;B7Z2N4_HUMAN;B7Z909_HUMAN,62,0,0,1,1,109,45,20,52,41,56,62,1.6759,1.5812,1.7433,1.1675,1.097,1.0577,1.1485,-0.744936067,-0.66101986,-0.80182086,-0.22342255,-0.133563526,-0.080930488,-0.199750857
IPI:IPI00000897.3,Probable helicase with zinc finger domain;Down-regulated in human cancers protein,HELZ;DRHC;KIAA0054,HELZ protein,P42694;B7ZLW2;Q6PGP6,HELZ_HUMAN,19,3.16E-255,2,0,2,3,0,0,0,0,1,0,0.58409,NA,NA,NA,NA,NA,NA,0.77573741,NA,NA,NA,NA,NA,NA
IPI:IPI00000948.3;IPI:IPI00927538.1;IPI:IPI00924474.1;IPI:IPI00926878.1;IPI:IPI00927103.1,"Transducin beta-like protein 2;WS beta-transducin repeats protein;Williams-Beuren syndrome chromosomal region 13 protein;cDNA FLJ55528, highly similar to Transducin beta-like 2 protein",TBL2;WBSCR13;UNQ563/PRO1125,"Transducin beta-like protein 2;cDNA FLJ55528, highly similar to Transducin beta-like 2 protein",Q9Y4P3;B2RB52;Q8N2L6;Q96E41;B4DY50;B4DY59,TBL2_HUMAN;B4DY50_HUMAN,27,0,0,1,0,19,27,8,15,5,7,7,0.88447,0.81436,0.7828,0.88996,0.88265,0.85034,0.8447,0.177114885,0.296261394,0.353284339,0.1681876,0.18008662,0.233888291,0.243489044
IPI:IPI00000980.1;IPI:IPI00893097.1;IPI:IPI00893222.1,Mitochondrial import receptor subunit TOM7 homolog;Translocase of outer membrane 7 kDa subunit homolog;Putative uncharacterized protein TOMM7,TOMM7;TOM7;TOMM07;AD-014,Mitochondrial import receptor subunit TOM7 homolog;Putative uncharacterized protein TOMM7,Q9P0U1;Q75MR5;A6NIV2,TOM7_HUMAN;A6NIV2_HUMAN,7,9.83E-64,0,0,0,1,0,0,1,0,10,8,NA,NA,NA,NA,NA,1.0222,1.1227,NA,NA,NA,NA,NA,-0.031677496,-0.166972472
IPI:IPI00001022.5;IPI:IPI00328714.2,Probable hydrolase PNKD;Paroxysmal nonkinesiogenic dyskinesia protein;Myofibrillogenesis regulator 1;Trans-activated by hepatitis C virus core protein 2,PNKD;KIAA1184;MR1;TAHCCP2;FKSG19;UNQ2491/PRO5778,Isoform 2 of Probable hydrolase PNKD,Q8N490-2;Q8N490,PNKD_HUMAN,6,1.69E-79,0,0,0,3,5,2,0,2,1,0,1.0555,0.90495,0.89914,NA,0.7962,NA,NA,-0.077926579,0.144090012,0.153382328,NA,0.328797223,NA,NA
IPI:IPI00001091.4;IPI:IPI00015171.4,AFG3-like protein 2;Paraplegin-like protein,AFG3L2,AFG3-like protein 2,Q9Y4W6;Q8TA92,AFG32_HUMAN,46,0,0,1,1,68,19,17,8,4,8,10,1.124,1.0258,1.0099,1.0775,0.97845,1.0094,0.96145,-0.168642036,-0.036749476,-0.014212445,-0.107687869,0.031429966,-0.013497992,0.056716262
IPI:IPI00001134.4;IPI:IPI00556348.1,RNA-binding protein 7;RNA-binding motif protein 7;Putative uncharacterized protein,RBM7,RNA-binding protein 7;Putative uncharacterized protein (Fragment),Q9Y580;B2R6K8;Q6IRX3;Q59EQ8,RBM7_HUMAN;Q59EQ8_HUMAN,5,4.98E-22,0,0,0,5,3,0,0,0,0,0,0.89909,0.83467,NA,NA,NA,NA,NA,0.153462556,0.260722177,NA,NA,NA,NA,NA
IPI:IPI00001141.4,Mitochondrial import inner membrane translocase subunit Tim22;Testis-expressed sequence 4,TIMM22;TEX4;TIM22,Mitochondrial import inner membrane translocase subunit Tim22,Q9Y584,TIM22_HUMAN,4,1.73E-193,1,0,0,1,0,0,2,0,1,1,NA,NA,NA,1.2914,NA,NA,NA,NA,NA,NA,-0.368935932,NA,NA,NA
IPI:IPI00001145.1;IPI:IPI00020385.2;IPI:IPI00384143.1,"AP-4 complex subunit sigma-1;Adapter-related protein complex 4 subunit sigma-1;AP-4 adapter complex subunit sigma-1;Sigma-1 subunit of AP-4;Sigma4-adaptin;Adaptor-related protein complex 4, sigma 1 subunit;Adaptor-related protein complex 4, sigma 1 subunit, isoform CRA_b;Full-length cDNA clone CS0DF007YL16 of Fetal brain of Homo sapiens (human);Adaptor-related protein complex 4, sigma 1 subunit, isoform CRA_a",AP4S1;hCG_2013646,"AP-4 complex subunit sigma-1;adaptor-related protein complex 4, sigma 1 subunit isoform 1;Adaptor-related protein complex 4, sigma 1 subunit, isoform CRA_a",Q9Y587;B7ZB52;Q6IAQ4;Q9BVE7;Q86U36,AP4S1_HUMAN;Q9BVE7_HUMAN;Q86U36_HUMAN,2,4.90E-07,0,0,0,3,0,0,1,1,0,1,1.0782,NA,NA,NA,NA,NA,NA,-0.108624815,NA,NA,NA,NA,NA,NA
IPI:IPI00001146.1,U6 snRNA-associated Sm-like protein LSm6,LSM6,U6 snRNA-associated Sm-like protein LSm6,P62312;Q4W5J5,LSM6_HUMAN,8,4.95E-26,0,0,0,5,0,0,3,8,2,0,0.62242,NA,NA,0.94264,0.79727,0.82235,NA,0.684039676,NA,NA,0.085221193,0.326859711,0.282175546,NA
IPI:IPI00001159.10;IPI:IPI00788818.1;IPI:IPI00789420.1,Translational activator GCN1;GCN1-like protein 1,GCN1L1;KIAA0219,Translational activator GCN1,Q92616;B4DM32,GCN1L_HUMAN,196,0,0,0,0,342,104,150,289,94,171,204,1.0422,1.0598,1.045,0.93959,0.98307,0.96567,0.977,-0.05963216,-0.083792032,-0.063502942,0.089896736,0.024633947,0.050397836,0.033569533
IPI:IPI00001364.2;IPI:IPI00069267.2;IPI:IPI00797180.3;IPI:IPI00219169.1,GC-rich sequence DNA-binding factor homolog,GCFC;C21orf66,Isoform A of GC-rich sequence DNA-binding factor homolog;Isoform B of GC-rich sequence DNA-binding factor homolog,Q9Y5B6-1;Q9Y5B6;B3KSC0;B3KY25;Q8N2J1;Q9NZD7;Q9Y5B6-2,GCFC_HUMAN,19,0,1,0,1,6,0,0,6,0,3,6,0.79159,NA,NA,0.90376,NA,1.0029,0.84794,0.337174708,NA,NA,0.145988389,NA,-0.004177761,0.237965911
IPI:IPI00001427.6;IPI:IPI00749327.1;IPI:IPI00376691.1;IPI:IPI00432847.1,"Programmed cell death protein 2;Zinc finger protein Rp-8;Zinc finger MYND domain-containing protein 7;Programmed cell death 2 isoform 2;cDNA FLJ55102, highly similar to Programmed cell death protein 2",PDCD2;RP8;ZMYND7,Programmed cell death protein 2;Programmed cell death 2 isoform 1,Q16342;Q58HM9;Q58HN0,PDCD2_HUMAN;Q58HM9_HUMAN,5,3.30E-66,0,0,0,2,2,1,5,0,0,0,1.0204,1.1882,NA,0.76429,NA,NA,NA,-0.029134804,-0.248777694,NA,0.387807941,NA,NA,NA
IPI:IPI00001437.3;IPI:IPI00916668.1;IPI:IPI00908373.1;IPI:IPI00917768.1,"Rho-related GTP-binding protein RhoE;Rho family GTPase 3;Rnd3;Rho8;MemB protein;Putative uncharacterized protein ARHE;cDNA FLJ51008, highly similar to Rho-related GTP-binding protein RhoE",RND3;ARHE;RHO8;RHOE,"Rho-related GTP-binding protein RhoE;Putative uncharacterized protein ARHE;cDNA FLJ51008, highly similar to Rho-related GTP-binding protein RhoE",P61587;B2R838;Q6FGN7;Q6FGR9;Q4ZFY0;B4DNQ0,RND3_HUMAN;Q4ZFY0_HUMAN;B4DNQ0_HUMAN,6,3.66E-12,0,0,0,3,0,0,3,4,0,0,0.95955,NA,NA,1.4468,1.2493,NA,NA,0.059570111,NA,NA,-0.532865503,-0.321119959,NA,NA
IPI:IPI00001458.1;IPI:IPI00795298.2;IPI:IPI00795872.1;IPI:IPI00797544.1,Kinetochore-associated protein 1;Rough deal homolog,KNTC1;KIAA0166,Kinetochore-associated protein 1,P50748;A7E2C4;B4DDZ9,KNTC1_HUMAN,33,5.26E-273,0,0,0,7,0,1,8,0,0,1,1.001,NA,NA,0.99212,NA,NA,NA,-0.001441974,NA,NA,0.011413465,NA,NA,NA
IPI:IPI00001466.2;IPI:IPI00940934.1;IPI:IPI00854834.2;IPI:IPI00893067.2;IPI:IPI00913926.1;IPI:IPI00917887.1;IPI:IPI00893935.1,"Echinoderm microtubule-associated protein-like 4;Restrictedly overexpressed proliferation-associated protein;Ropp 120;EML4 protein;Putative uncharacterized protein EML4;cDNA FLJ55069, highly similar to Echinoderm microtubule-associated protein-like 4",EML4;C2orf2;EMAPL4,Echinoderm microtubule-associated protein-like 4;109 kDa protein;echinoderm microtubule associated protein like 4 isoform b;Putative uncharacterized protein EML4;Putative uncharacterized protein EML4,Q9HC35;A6H8Y6;B5MCW9;B5MBZ0;B4DIT9;B5MD40,EMAL4_HUMAN;A6H8Y6_HUMAN;B5MBZ0_HUMAN;B4DIT9_HUMAN,24,8.06E-69,0,0,0,17,6,5,9,7,4,3,0.83856,0.84626,0.85876,0.77409,1.0866,0.91529,1.0119,0.254014081,0.240827118,0.219673101,0.369426783,-0.119820952,0.127699176,-0.017066724
IPI:IPI00001538.3,Mitochondrial import inner membrane translocase subunit Tim9 B;TIMM10B;Fracture callus protein 1;FxC1,FXC1;TIM9B;TIMM9B,Mitochondrial import inner membrane translocase subunit Tim9 B,Q9Y5J6;B2R4A9,TIM9B_HUMAN,8,3.26E-62,1,2,0,4,0,0,0,2,0,1,0.84321,NA,NA,NA,0.40756,NA,NA,0.246036118,NA,NA,NA,1.29491563,NA,NA
IPI:IPI00001539.8;IPI:IPI00873829.1,"3-ketoacyl-CoA thiolase, mitochondrial;Beta-ketothiolase;Acetyl-CoA acyltransferase;Mitochondrial 3-oxoacyl-CoA thiolase;T1;Putative uncharacterized protein ACAA2",ACAA2,"3-ketoacyl-CoA thiolase, mitochondrial;Putative uncharacterized protein ACAA2 (Fragment)",P42765;B2RB23;B3KNP8;A8MVT9,THIM_HUMAN;A8MVT9_HUMAN,38,0,0,0,0,46,66,27,38,21,20,36,1.0204,1.0247,1.0261,1.1265,1.0399,1.1531,1.022,-0.029134804,-0.035201596,-0.037171338,-0.171847314,-0.056444801,-0.205517633,-0.031395196
IPI:IPI00001541.1,Mitochondrial import inner membrane translocase subunit Tim9,TIMM9;TIM9;TIM9A;TIMM9A,Mitochondrial import inner membrane translocase subunit Tim9,Q9Y5J7;B2R584,TIM9_HUMAN,8,2.69E-100,0,0,0,8,3,1,1,5,0,4,0.93528,0.87213,NA,NA,1.1182,NA,0.92661,0.096529758,0.197384895,NA,NA,-0.16117825,NA,0.109965843
IPI:IPI00001543.1,Mitochondrial import inner membrane translocase subunit Tim10,TIMM10;TIM10,Mitochondrial import inner membrane translocase subunit Tim10,P62072;A8K136,TIM10_HUMAN,8,9.64E-224,1,0,0,1,2,0,2,3,1,3,NA,0.90079,NA,1.6052,1.457,NA,1.001,NA,0.150737283,NA,-0.682753061,-0.543000877,NA,-0.001441974
IPI:IPI00001546.2;IPI:IPI00930445.1;IPI:IPI00888779.2,Mitochondrial import inner membrane translocase subunit Tim8 B;Deafness dystonia protein 2;DDP-like protein,TIMM8B;DDP2;DDPL;TIM8B,translocase of inner mitochondrial membrane 8 homolog B;similar to translocase of inner mitochondrial membrane 8 homolog B;similar to translocase of inner mitochondrial membrane 8 homolog B,Q9Y5J9;B0YJA5,TIM8B_HUMAN,4,2.63E-61,0,0,0,5,0,0,1,3,6,1,0.88674,NA,NA,NA,1.0083,1.1122,NA,0.173416939,NA,NA,NA,-0.011924948,-0.153416242,NA
IPI:IPI00001564.1,Cyclin-dependent kinase 4 inhibitor C;p18-INK4c;Cyclin-dependent kinase 6 inhibitor;p18-INK6,CDKN2C;CDKN6,Cyclin-dependent kinase 4 inhibitor C,P42773;Q6ICV4;Q9P1T2,CDN2C_HUMAN,7,1.29E-27,0,0,0,5,0,0,3,2,0,2,1.1716,NA,NA,1.4412,1.1216,NA,0.95025,-0.228480098,NA,NA,-0.527270557,-0.165558254,NA,0.073620975
IPI:IPI00001568.1;IPI:IPI00385952.3,"V-type proton ATPase subunit D;Vacuolar proton pump subunit D;V-ATPase 28 kDa accessory protein;cDNA FLJ10293 fis, clone NT2RM1000280, highly similar to VACUOLAR ATP SYNTHASE SUBUNIT D (EC 3.6.1.34)",ATP6V1D;ATP6M;VATD,"V-type proton ATPase subunit D;cDNA FLJ10293 fis, clone NT2RM1000280, highly similar to VACUOLAR ATP SYNTHASE SUBUNIT D",Q9Y5K8;B2RE33;Q6PJ05;Q8N5Z9;Q9H3H0;Q9NW63,VATD_HUMAN;Q9NW63_HUMAN,12,5.22E-167,0,0,0,6,7,5,16,9,4,3,1.0872,1.1731,1.1841,0.82701,0.9336,1.0275,0.99659,-0.120617361,-0.230326,-0.243790925,0.274023321,0.099123534,-0.039138394,0.004927997
IPI:IPI00001589.1,Mitochondrial import inner membrane translocase subunit Tim13,TIMM13;TIM13B;TIMM13A;TIMM13B,Mitochondrial import inner membrane translocase subunit Tim13,Q9Y5L4,TIM13_HUMAN,8,0,1,0,0,4,1,0,2,5,12,19,0.86827,NA,NA,0.2969,0.96992,1.0428,0.97408,0.203784357,NA,NA,1.751951002,0.044062338,-0.060462488,0.037887831
IPI:IPI00399307.2;IPI:IPI00001593.1,"Prolylcarboxypeptidase (Angiotensinase C), isoform CRA_b;Putative uncharacterized protein PRCP;Lysosomal Pro-X carboxypeptidase;Prolylcarboxypeptidase;Proline carboxypeptidase;Angiotensinase C;Lysosomal carboxypeptidase C",PRCP;PCP,prolylcarboxypeptidase isoform 2 preproprotein;Lysosomal Pro-X carboxypeptidase,A8MU24;B3KRK5;P42785;B3KR26;B5BU34;B7Z7Q6,A8MU24_HUMAN;PCP_HUMAN,9,6.16E-37,0,1,0,7,7,0,7,0,0,2,1.9637,0.62596,NA,1.0868,NA,NA,1.7573,-0.973574542,0.675857626,NA,-0.120086471,NA,NA,-0.813360504
IPI:IPI00001632.4;IPI:IPI00936576.1;IPI:IPI00872465.1,Putative uncharacterized protein KIAA1522;Uncharacterized protein KIAA1522,KIAA1522,hypothetical protein LOC57648;Putative uncharacterized protein KIAA1522;Uncharacterized protein KIAA1522,B5MDY0;Q9P206;B4DQU8,B5MDY0_HUMAN;K1522_HUMAN,4,4.29E-07,1,0,0,5,2,0,0,0,0,0,1.3788,1.0218,NA,NA,NA,NA,NA,-0.463413204,-0.031112841,NA,NA,NA,NA,NA
IPI:IPI00001636.1;IPI:IPI00940340.1;IPI:IPI00940152.1;IPI:IPI00385153.1;IPI:IPI00913912.2;IPI:IPI00889628.3;IPI:IPI00889588.1,"Ataxin-10;Spinocerebellar ataxia type 10 protein;Brain protein E46 homolog;Putative uncharacterized protein ATXN10;cDNA FLJ54600, highly similar to Ataxin-10;HUMEEP",ATXN10;SCA10,"Ataxin-10;Putative uncharacterized protein ATXN10;cDNA FLJ54600, highly similar to Ataxin-10;HUMEEP",Q9UBB4;Q9NTC6;A6NLC4;B4DG05;Q7Z524,ATX10_HUMAN;A6NLC4_HUMAN;B4DG05_HUMAN;Q7Z524_HUMAN,36,0,0,0,0,68,61,18,49,7,36,78,0.93038,0.90851,0.93906,1.1988,0.84001,0.97615,1.0264,0.104108011,0.138425701,0.090710755,-0.261590989,0.251521592,0.034825238,-0.037593076
IPI:IPI00001639.2;IPI:IPI00922792.1,"Importin subunit beta-1;Karyopherin subunit beta-1;Nuclear factor P97;Importin-90;cDNA FLJ50625, highly similar to Importin beta-1 subunit",KPNB1;NTF97,"Importin subunit beta-1;cDNA FLJ50625, highly similar to Importin beta-1 subunit",Q14974;B2RBR9;B7Z752;B7ZAV6;Q53XN2;B7Z5M1,IMB1_HUMAN;B7Z5M1_HUMAN,60,0,0,0,0,142,114,82,213,47,351,415,1.1467,1.1312,1.2044,1.1279,1.1019,1.0345,1.0608,-0.197488002,-0.177854025,-0.268314613,-0.173639164,-0.139993302,-0.048933645,-0.085152681
IPI:IPI00001640.1;IPI:IPI00101308.5,"N(6)-adenine-specific DNA methyltransferase 1;HemK methyltransferase family member 2;M.HsaHemK2P;N-6 adenine-specific DNA methyltransferase 1 (Putative);HemK methyltransferase family member 2, isoform CRA_b",N6AMT1;C21orf127;HEMK2;PRED28;hCG_401157,N(6)-adenine-specific DNA methyltransferase 1;N-6 adenine-specific DNA methyltransferase 1 isoform 2,Q9Y5N5;B2RA97;Q96F73,N6MT1_HUMAN;Q96F73_HUMAN,5,3.79E-12,0,0,1,7,0,0,0,3,1,2,0.73036,NA,NA,NA,0.85029,NA,1.2209,0.45332034,NA,NA,NA,0.233973124,NA,-0.287945039
